,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,has_pool,has_remodel,price_per_sqft,neighborhood_price_high,neighborhood_price_low,housing_stock
575,878,907290180,120,RM,,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4.0,3.0,Av,5.0,685.0,0.0,0.0,163.0,848.0,GasA,5,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,4,Typ,0,,Attchd,2003.0,Fin,2.0,420.0,3.0,3.0,1.0,140,0,0,0,0,None,None,0,6,2009,WD ,144000,0,1,169.81132075471697,1,0,4
576,1548,910202100,30,RM,,5890,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3.0,3.0,Av,4.0,538.0,0.0,0.0,278.0,816.0,GasA,5,1,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,3,5,Typ,0,,Detchd,2002.0,Unf,1.0,432.0,3.0,3.0,1.0,0,0,96,0,0,None,None,0,6,2008,WD ,120500,0,1,147.67156862745097,0,0,3
577,841,907135040,20,RL,112.0,10859,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,0.0,0.0,0.0,0.0,1097.0,1097.0,GasA,5,1,SBrkr,1097,0,0,1097,0.0,0.0,1,1,3,1,3,6,Typ,0,,Attchd,1995.0,Unf,2.0,672.0,3.0,3.0,1.0,392,64,0,0,0,None,None,0,6,2009,WD ,145000,0,1,132.17866909753874,0,0,4
578,1621,527126030,120,RL,41.0,5330,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,Av,5.0,1196.0,0.0,0.0,298.0,1494.0,GasA,5,1,SBrkr,1652,0,0,1652,1.0,0.0,2,0,2,1,5,6,Typ,0,,Attchd,2000.0,RFn,2.0,499.0,3.0,3.0,1.0,96,48,0,0,0,None,None,0,8,2007,WD ,251000,0,0,151.9370460048426,0,0,2
579,218,905101310,90,RL,72.0,10778,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,No,0.0,0.0,0.0,0.0,1768.0,1768.0,GasA,3,0,SBrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,3,8,Typ,0,,None,None,None,0.0,0.0,0.0,,1.0,0,0,0,0,0,None,None,0,4,2010,WD ,136500,0,0,77.20588235294117,0,1,4
580,1504,908204160,90,RL,74.0,6845,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,3,3,Slab,0.0,,,,0.0,,0.0,0.0,0.0,GasA,3,0,FuseF,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,Typ,0,,None,None,None,0.0,0.0,0.0,,0.0,0,0,0,0,0,None,None,0,7,2008,WD ,82500,0,0,71.61458333333333,0,1,4
581,946,912251110,30,I (all),109.0,21780,Grvl,None,Reg,Lvl,NoSewr,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,0.0,,,,0.0,,0.0,0.0,0.0,GasA,3,0,FuseA,810,0,0,810,0.0,0.0,1,0,1,1,3,4,Min1,0,,Detchd,1975.0,Unf,1.0,280.0,3.0,3.0,0.0,119,24,0,0,0,None,None,0,3,2009,ConLD,57625,0,1,71.14197530864197,0,1,3
582,455,528175050,120,RL,80.0,10307,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,4,3,PConc,4.0,3.0,No,5.0,876.0,0.0,0.0,474.0,1350.0,GasA,5,1,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,4,6,Typ,1,4.0,Attchd,2008.0,RFn,2.0,484.0,3.0,3.0,1.0,192,26,0,0,0,None,None,0,5,2009,WD ,212500,0,1,156.480117820324,1,0,4
583,2906,923203090,120,RM,32.0,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,5.0,3.0,No,5.0,897.0,0.0,0.0,319.0,1216.0,GasA,5,1,SBrkr,1216,0,0,1216,1.0,0.0,2,0,2,1,3,5,Typ,0,,Attchd,1998.0,Unf,2.0,402.0,3.0,3.0,1.0,0,125,0,0,0,None,None,0,5,2006,WD ,164000,0,0,134.8684210526316,0,0,3
584,2878,910226060,50,RM,75.0,9060,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,327.0,3,3,CBlock,3.0,3.0,No,0.0,0.0,0.0,0.0,967.0,967.0,GasA,4,1,SBrkr,967,671,0,1638,0.0,0.0,2,0,4,1,4,6,Typ,0,,Detchd,1957.0,Unf,1.0,384.0,3.0,3.0,1.0,0,21,0,0,0,None,None,0,4,2006,WD ,139000,0,0,84.85958485958486,0,1,3
585,1173,533217050,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,4,3,PConc,4.0,3.0,No,3.0,510.0,0.0,0.0,90.0,600.0,GasA,5,1,SBrkr,624,628,0,1252,1.0,0.0,2,1,2,1,4,4,Typ,0,,Detchd,1999.0,Unf,2.0,462.0,3.0,3.0,1.0,0,48,0,0,0,None,None,0,3,2008,WD ,160000,0,1,127.79552715654953,0,0,4
586,985,923276260,85,RL,70.0,7669,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3,3,PConc,4.0,3.0,Av,5.0,718.0,1.0,110.0,0.0,828.0,GasA,3,1,SBrkr,883,0,0,883,1.0,0.0,1,0,2,1,3,5,Typ,1,2.0,Detchd,1998.0,Unf,2.0,698.0,3.0,3.0,1.0,100,32,0,0,0,GdPrv,None,0,6,2009,WD ,149000,0,1,168.74292185730465,1,0,3
587,975,923225490,20,RL,62.0,9858,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,No,3.0,510.0,0.0,0.0,354.0,864.0,GasA,3,1,SBrkr,874,0,0,874,1.0,0.0,1,0,3,1,3,5,Typ,0,,Attchd,1968.0,RFn,1.0,288.0,3.0,3.0,1.0,33,0,0,0,0,GdWo,Shed,600,11,2009,WD ,130000,0,0,148.74141876430207,0,0,3
588,202,903425110,70,RM,50.0,10300,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,No,0.0,0.0,0.0,0.0,576.0,576.0,GasA,4,1,SBrkr,902,808,0,1710,0.0,0.0,2,0,3,1,3,9,Typ,0,,Detchd,1990.0,Unf,2.0,480.0,3.0,3.0,1.0,12,11,64,0,0,GdPrv,None,0,4,2010,WD ,140000,0,1,81.87134502923976,0,1,4
589,528,528480170,20,FV,65.0,8125,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,288.0,4,3,PConc,4.0,3.0,No,0.0,0.0,0.0,0.0,1836.0,1836.0,GasA,5,1,SBrkr,1836,0,0,1836,0.0,0.0,2,0,3,1,4,8,Typ,1,4.0,Attchd,2009.0,Fin,2.0,517.0,3.0,3.0,1.0,0,175,0,0,0,None,None,0,10,2009,New,264500,0,1,144.0631808278867,0,0,4
590,2579,535179050,20,RL,69.0,14850,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,2.0,895.0,0.0,0.0,197.0,1092.0,GasA,3,1,FuseA,1092,0,0,1092,1.0,0.0,1,0,2,1,3,6,Typ,1,3.0,Attchd,1957.0,Fin,1.0,299.0,3.0,3.0,1.0,268,0,0,0,122,MnWw,None,0,5,2006,WD ,141000,0,0,129.12087912087912,0,0,5
591,1841,533208040,120,FV,35.0,4274,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,,4,3,PConc,4.0,3.0,No,5.0,1106.0,0.0,0.0,135.0,1241.0,GasA,5,1,SBrkr,1241,0,0,1241,1.0,0.0,1,1,1,1,4,4,Typ,0,,Attchd,2007.0,Fin,2.0,569.0,3.0,3.0,1.0,0,116,0,0,0,None,None,0,11,2007,New,199900,0,1,161.07977437550363,1,0,4
592,591,534152120,20,RL,80.0,9650,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,3,3,CBlock,4.0,3.0,No,4.0,686.0,0.0,0.0,664.0,1350.0,GasA,3,1,SBrkr,1334,0,0,1334,0.0,1.0,2,0,2,1,3,6,Typ,1,3.0,Attchd,1977.0,RFn,2.0,630.0,3.0,3.0,1.0,0,16,0,0,0,None,None,0,4,2009,WD ,167900,0,0,125.86206896551724,0,0,3
593,1897,534425080,20,RL,,14585,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,3,3,CBlock,3.0,3.0,No,3.0,594.0,2.0,219.0,331.0,1144.0,GasA,5,1,SBrkr,1429,0,0,1429,0.0,1.0,1,0,3,1,4,7,Typ,2,4.0,Attchd,1960.0,Unf,2.0,572.0,3.0,3.0,1.0,216,110,0,0,0,None,None,0,6,2007,WD ,181900,0,1,127.29181245626312,0,0,5
594,70,528458110,20,FV,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4.0,3.0,Av,5.0,1078.0,0.0,0.0,488.0,1566.0,GasA,5,1,SBrkr,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,Typ,0,,Attchd,2008.0,RFn,2.0,750.0,3.0,3.0,1.0,144,168,0,0,0,None,None,0,4,2010,WD ,262500,0,0,167.62452107279694,1,0,4
595,590,534151120,60,RL,,13774,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,3,4,PConc,4.0,3.0,No,5.0,432.0,0.0,0.0,476.0,908.0,GasA,5,1,SBrkr,1316,972,0,2288,0.0,0.0,1,2,4,1,4,8,Typ,2,3.0,Attchd,1977.0,RFn,2.0,520.0,3.0,3.0,1.0,321,72,0,0,156,None,None,0,11,2009,WD ,230000,0,1,100.52447552447552,0,0,3
596,1172,533215080,120,FV,50.0,5119,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,5.0,3.0,Av,5.0,1238.0,0.0,0.0,460.0,1698.0,GasA,5,1,SBrkr,1709,0,0,1709,1.0,0.0,2,0,2,1,4,5,Typ,1,3.0,Attchd,1999.0,Fin,2.0,506.0,3.0,3.0,1.0,97,65,0,0,0,None,None,0,1,2008,CWD,328900,0,1,192.45172615564658,1,0,4
597,1714,528172070,20,RL,71.0,9254,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4.0,3.0,No,5.0,119.0,0.0,0.0,1602.0,1721.0,GasA,5,1,SBrkr,1721,0,0,1721,1.0,0.0,2,0,3,1,4,7,Typ,0,,Attchd,2005.0,RFn,2.0,554.0,3.0,3.0,1.0,168,27,0,0,0,None,None,0,1,2007,WD ,232698,0,0,135.21092388146425,0,0,4
598,829,906380220,20,RL,95.0,10324,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4.0,3.0,Av,5.0,872.0,0.0,0.0,382.0,1254.0,GasA,5,1,SBrkr,1254,0,0,1254,1.0,0.0,2,0,2,1,4,5,Typ,0,,Attchd,2008.0,RFn,3.0,810.0,3.0,3.0,1.0,168,92,0,0,0,None,None,0,3,2009,WD ,221800,0,0,176.87400318979266,1,0,4
599,1397,905227050,50,RL,63.0,8375,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,No,4.0,336.0,0.0,0.0,240.0,576.0,GasA,4,1,SBrkr,864,486,0,1350,1.0,0.0,1,1,2,1,4,6,Min1,0,,2Types,1973.0,Unf,3.0,627.0,3.0,3.0,0.0,0,0,0,0,0,MnPrv,None,0,6,2008,WD ,152400,0,1,112.88888888888889,0,0,4
600,877,907290090,20,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,4,3,PConc,4.0,3.0,No,0.0,0.0,0.0,0.0,1630.0,1630.0,GasA,5,1,SBrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,4,6,Typ,1,3.0,Attchd,2000.0,Unf,2.0,451.0,3.0,3.0,1.0,74,234,0,0,0,None,None,0,10,2009,WD ,213000,0,1,130.67484662576686,0,0,4
601,2477,531376050,60,RL,74.0,7632,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,4,3,PConc,4.0,3.0,No,0.0,0.0,0.0,0.0,784.0,784.0,GasA,5,1,SBrkr,831,754,0,1585,0.0,0.0,2,1,3,1,4,7,Typ,0,,Attchd,2005.0,RFn,2.0,449.0,3.0,3.0,1.0,100,77,0,0,0,None,None,0,3,2006,WD ,184900,0,0,116.65615141955836,0,0,3
602,2871,909428110,190,RL,90.0,15750,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,3.0,3.0,Mn,3.0,841.0,0.0,0.0,324.0,1165.0,GasA,3,1,SBrkr,1336,0,0,1336,1.0,0.0,1,0,2,1,3,5,Typ,2,4.0,Attchd,1953.0,Unf,1.0,375.0,3.0,3.0,1.0,0,0,0,0,0,None,None,0,6,2006,WD ,157000,0,0,117.51497005988024,0,0,3
603,2489,532353030,20,RL,,9240,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,No,3.0,612.0,0.0,0.0,252.0,864.0,GasA,4,1,SBrkr,1211,0,0,1211,0.0,0.0,1,0,2,1,3,6,Min1,1,3.0,Detchd,1972.0,Unf,2.0,576.0,3.0,3.0,1.0,161,0,0,0,0,MnPrv,None,0,3,2006,WD ,144000,0,1,118.90999174236168,0,0,4
604,1655,527354050,20,RL,80.0,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,3,3,CBlock,4.0,3.0,No,5.0,903.0,0.0,0.0,356.0,1259.0,GasA,5,1,SBrkr,1353,0,0,1353,1.0,0.0,2,0,2,1,3,5,Typ,1,3.0,Attchd,1979.0,RFn,2.0,478.0,3.0,3.0,1.0,240,141,0,0,0,None,None,0,8,2007,WD ,192350,0,1,142.16555801921655,0,0,3
605,1891,534401120,20,RL,80.0,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,3,3,CBlock,3.0,3.0,No,3.0,654.0,0.0,0.0,520.0,1174.0,GasA,5,1,SBrkr,1200,0,0,1200,0.0,1.0,2,0,3,1,3,6,Typ,1,3.0,Attchd,1966.0,RFn,2.0,440.0,3.0,3.0,1.0,0,0,0,0,0,MnPrv,None,0,10,2007,CWD,163500,0,0,136.25,0,0,5
606,1419,906204150,60,RL,86.0,11839,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,PConc,4.0,3.0,No,5.0,1085.0,0.0,0.0,390.0,1475.0,GasA,5,1,SBrkr,1532,797,0,2329,1.0,0.0,2,1,4,1,4,10,Typ,1,5.0,Attchd,1990.0,Unf,2.0,514.0,3.0,3.0,1.0,192,121,0,0,0,None,None,0,5,2008,WD ,262280,0,0,112.61485616144267,0,0,3
607,1473,907405020,20,RL,70.0,9135,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,4,3,PConc,4.0,3.0,Av,5.0,810.0,0.0,0.0,726.0,1536.0,GasA,5,1,SBrkr,1536,0,0,1536,1.0,0.0,2,0,3,1,4,7,Typ,0,,Attchd,2002.0,RFn,2.0,532.0,3.0,3.0,1.0,192,74,0,0,0,None,None,0,12,2008,WD ,214000,0,1,139.32291666666666,0,0,4
608,2868,909425120,20,RL,90.0,14115,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,3,3,PConc,3.0,3.0,No,4.0,296.0,5.0,547.0,230.0,1073.0,GasA,5,1,SBrkr,1811,0,0,1811,0.0,0.0,1,0,2,1,5,6,Typ,1,4.0,Attchd,1956.0,Fin,2.0,470.0,3.0,3.0,1.0,0,0,280,0,0,None,None,0,7,2006,WD ,230000,0,1,127.00165654334621,0,0,3
609,1695,528108160,60,RL,109.0,14154,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,4,3,PConc,5.0,4.0,No,0.0,0.0,0.0,0.0,1063.0,1063.0,GasA,5,1,SBrkr,1071,1101,0,2172,0.0,0.0,2,1,3,1,4,9,Typ,1,4.0,Attchd,2006.0,RFn,3.0,947.0,3.0,3.0,1.0,192,62,0,0,0,None,None,0,8,2007,New,280000,0,0,128.9134438305709,0,0,4
610,2244,911128010,20,C (all),65.0,6565,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1957,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,No,5.0,967.0,0.0,0.0,106.0,1073.0,GasA,4,1,FuseA,1073,0,0,1073,1.0,0.0,1,0,3,1,3,6,Typ,0,,Detchd,1985.0,Unf,2.0,720.0,3.0,3.0,1.0,0,444,0,0,0,None,None,0,8,2007,WD ,140000,0,1,130.47530288909599,0,0,3
611,169,535477020,60,RL,70.0,7700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,3,3,CBlock,3.0,3.0,No,0.0,0.0,0.0,0.0,756.0,756.0,GasA,3,1,SBrkr,1051,788,0,1839,0.0,0.0,1,1,4,1,3,7,Typ,1,3.0,Attchd,1966.0,Unf,2.0,442.0,3.0,3.0,1.0,0,124,216,0,0,None,None,0,6,2010,WD ,155000,0,0,84.28493746601414,0,1,5
612,2670,902456015,50,C (all),63.0,4761,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3.0,2.0,No,0.0,0.0,0.0,0.0,1020.0,1020.0,GasA,2,0,FuseP,1020,0,0,1020,0.0,0.0,1,0,2,1,2,5,Typ,0,,None,None,None,0.0,0.0,0.0,,0.0,0,0,105,0,0,None,None,0,10,2006,ConLD,64500,0,1,63.23529411764706,0,1,3
613,247,906204230,60,RL,87.0,12361,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,4,4,PConc,4.0,3.0,No,5.0,860.0,0.0,0.0,86.0,946.0,GasA,5,1,SBrkr,964,838,0,1802,0.0,1.0,2,1,3,1,4,8,Typ,1,4.0,2Types,2000.0,RFn,4.0,1017.0,3.0,3.0,1.0,450,92,0,0,0,None,None,0,5,2010,WD ,218000,0,0,120.97669256381798,0,0,3
614,2137,907200250,80,RL,72.0,9720,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,3,3,CBlock,3.0,5.0,Av,4.0,755.0,0.0,0.0,240.0,995.0,GasA,3,1,SBrkr,1009,0,0,1009,0.0,0.0,2,0,3,1,3,6,Typ,1,2.0,Detchd,1977.0,Unf,2.0,576.0,3.0,3.0,1.0,0,0,0,0,0,MnPrv,None,0,6,2007,WD ,160000,0,0,158.57284440039643,1,0,4
615,1794,528456190,20,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,5.0,24.0,0.0,0.0,1314.0,1338.0,GasA,5,1,SBrkr,1338,0,0,1338,0.0,0.0,2,0,3,1,4,6,Typ,0,,Attchd,2007.0,RFn,2.0,598.0,3.0,3.0,1.0,0,141,0,0,0,None,None,0,11,2007,New,208900,0,0,156.12855007473843,1,0,4
616,1498,908154080,20,RL,123.0,47007,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0.0,,,,0.0,,0.0,0.0,0.0,GasA,3,1,SBrkr,3820,0,0,3820,,,3,1,5,1,5,11,Typ,2,4.0,Attchd,1959.0,Unf,2.0,624.0,3.0,3.0,1.0,0,372,0,0,0,None,None,0,7,2008,WD ,284700,0,1,74.52879581151832,0,1,4
617,1164,533212140,160,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,0.0,0.0,0.0,0.0,689.0,689.0,GasA,5,1,SBrkr,703,689,0,1392,0.0,0.0,2,0,2,1,4,5,Typ,0,,Detchd,2007.0,Unf,2.0,540.0,3.0,3.0,1.0,0,102,0,0,0,None,None,0,3,2008,WD ,146000,0,0,104.88505747126437,0,0,4
618,1179,533250050,120,RL,38.0,14963,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4.0,3.0,No,5.0,786.0,0.0,0.0,474.0,1260.0,GasA,5,1,SBrkr,1288,0,0,1288,1.0,0.0,1,1,1,1,5,4,Typ,2,4.0,Attchd,1996.0,Fin,2.0,500.0,3.0,3.0,1.0,120,30,0,0,224,None,None,0,12,2008,WD ,245500,0,0,190.6055900621118,1,0,1
619,1340,903228090,45,RM,50.0,5000,Pave,None,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,No,0.0,0.0,0.0,0.0,992.0,992.0,GasA,5,1,SBrkr,1013,0,0,1013,0.0,0.0,1,0,3,1,3,6,Typ,0,,Detchd,1926.0,Unf,1.0,160.0,2.0,3.0,1.0,0,0,101,0,0,None,None,0,4,2008,WD ,113000,0,1,111.54985192497531,0,0,3
620,436,528116010,20,RL,129.0,16870,Pave,None,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,4,3,PConc,5.0,3.0,Gd,5.0,1531.0,0.0,0.0,251.0,1782.0,GasA,5,1,SBrkr,1782,0,0,1782,1.0,0.0,2,0,3,1,4,7,Typ,2,4.0,Attchd,2004.0,Fin,3.0,932.0,3.0,3.0,1.0,99,82,0,0,0,None,None,0,4,2009,WD ,296000,0,1,166.10549943883277,1,0,4
